Index,Timecode,TimeStamp,Temp,PageNum,LineNum,NoDisplay,Text,Native,Redact
958,2410.29,00:40:10,LN,37,20,0,20 that's about all I can recall as I sit here right now.,,0
959,2413.03,00:40:13,LN,37,21,0,21           Q      And you believe that was -- these were,,0
960,2415.3,00:40:15,LN,37,22,0,22 in that 12 or so federal court cases or these are just,,0
961,2420.9199,00:40:20,LN,37,23,0,23 examples of some of the many cases that you have,,0
962,2424.1399,00:40:24,LN,37,24,0,24 handled over time in all those?,,0
963,2427.04,00:40:27,LN,37,25,0,"25           A      Well, again, I don't have a specific",,0
964,,,PG,38,0,0,Page 38,,0
965,2429.5701,00:40:29,LN,38,1,0, 1 recollection.  I know that the majority of what I just,,0
966,2434.0701,00:40:34,LN,38,2,0, 2 described was in federal court.,,0
967,2435.03,00:40:35,LN,38,3,0, 3                  There were also probably cases that,,0
968,2437.73,00:40:37,LN,38,4,0," 4 are civil and state court, but I can't be certain all",,0
969,2445.9299,00:40:45,LN,38,5,0, 5 of those topics were in federal court.  Certainly,,0
970,2452.3799,00:40:52,LN,38,6,0," 6 spine, abdomen, pelvis and chest was in federal court.",,0
971,2458.7729,00:40:58,LN,38,7,0, 7           Q      Okay.,,0
972,2459.6479,00:40:59,LN,38,8,0, 8                  You said lung cancer in federal court.,,0
973,2468.49,00:41:08,LN,38,9,0," 9                  Do you remember that case, what that",,0
974,2470.53,00:41:10,LN,38,10,0,10 case was about?,,0
975,2473.96,00:41:13,LN,38,11,0,"11           A      Not specifically, no.  And there may",,0
976,2477.9099,00:41:17,LN,38,12,0,12 have been more than one.,,0
977,2483.04,00:41:23,LN,38,13,0,13           Q      Okay.,,0
978,2484.0,00:41:24,LN,38,14,0,14                  And you wouldn't be able to identify,,0
979,2485.6399,00:41:25,LN,38,15,0,"15 by looking at your deposition and testimony list, I",,0
980,2489.3391,00:41:29,LN,38,16,0,16 guess?,,0
981,2489.6299,00:41:29,LN,38,17,0,17           A      It may not be on that list because it,,0
982,2491.23,00:41:31,LN,38,18,0,18 may have predated that list.  I think that list starts,,0
983,2501.78,00:41:41,LN,38,19,0,19 in 2020.,,0
984,2505.24,00:41:45,LN,38,20,0,20           Q      None of -- none of your federal court,,0
985,2507.0,00:41:47,LN,38,21,0,"21 cases have ever involved interstitial lung disease,",,0
986,2512.687,00:41:52,LN,38,22,0,22 have they?,,0
987,2513.74,00:41:53,LN,38,23,0,"23           A      Not that I can recall, no.",,0
988,2522.5801,00:42:02,LN,38,24,0,24           Q      All right.,,0
989,2522.99,00:42:02,LN,38,25,0,"25                  I am going to turn now -- Brian, will",,0
990,,,PG,39,0,0,Page 39,,0
991,2525.8899,00:42:05,LN,39,1,0, 1 you pull that down and then pull up tab 3 for me.,,0
992,2539.97,00:42:19,LN,39,2,0," 2                  All right, Doctor.  I think this is a",,0
993,2541.49,00:42:21,LN,39,3,0, 3 copy of the CV that you provided to us.,,0
994,2545.26,00:42:25,LN,39,4,0, 4                  Does this look familiar to you?,,0
995,2549.7729,00:42:29,LN,39,5,0, 5           A      Yes.,,0
996,2550.45,00:42:30,LN,39,6,0, 6           Q      All right.,,0
997,2550.96,00:42:30,LN,39,7,0, 7                  Have you -- what did you generate the,,0
998,2553.2,00:42:33,LN,39,8,0, 8 CV for?  Was it for your litigation work with Collier?,,0
999,2557.78,00:42:37,LN,39,9,0, 9           A      No.  It's generally to have a CV.,,0
1000,2559.97,00:42:39,LN,39,10,0,"10 Hospitals ask for it, insurance companies ask for it,",,0
1001,2567.79,00:42:47,LN,39,11,0,"11 clinics ask for it, licensing agencies ask for it.",,0
1002,2576.8401,00:42:56,LN,39,12,0,12           Q      All right.,,0
1003,2578.99,00:42:58,LN,39,13,0,13                  How many hours a week these days are,,0
1004,2581.6101,00:43:01,LN,39,14,0,14 you putting into clinical practice?,,0
1005,2584.27,00:43:04,LN,39,15,0,15                  And I know you told me that's at the,,0
1006,2586.01,00:43:06,LN,39,16,0,"16 Rockies hospital now, but how much clinical practice",,0
1007,2590.6101,00:43:10,LN,39,17,0,17 does that involve?,,0
1008,2593.8701,00:43:13,LN,39,18,0,18           A      That could be on the weeks that I'm,,0
1009,2595.74,00:43:15,LN,39,19,0,19 working 50 to 60 hours a week.,,0
1010,2601.78,00:43:21,LN,39,20,0,20           Q      And how often do you -- how many of an,,0
1011,2604.3601,00:43:24,LN,39,21,0,21 average -- so let's just say there is four weeks in a,,0
1012,2607.3201,00:43:27,LN,39,22,0,22 month.  I know sometimes give or take there's more than,,0
1013,2610.2451,00:43:30,LN,39,23,0,23 that.,,0
1014,2610.52,00:43:30,LN,39,24,0,24                  How many weeks per month do you tend,,0
1015,2612.3,00:43:32,LN,39,25,0,25 to work?,,0
1016,,,PG,40,0,0,Page 40,,0
1017,2613.3999,00:43:33,LN,40,1,0, 1           A      Two weeks a month.,,0
1018,2615.03,00:43:35,LN,40,2,0, 2           Q      All right.,,0
1019,2617.25,00:43:37,LN,40,3,0, 3                  So you typically work between 100 to,,0
1020,2619.303,00:43:39,LN,40,4,0, 4 120 hours a week in the clinical practice still?,,0
1021,2622.7319,00:43:42,LN,40,5,0, 5           A      No.,,0
1022,2624.1599,00:43:44,LN,40,6,0, 6           Q      I'm sorry.  A month.,,0
1023,2626.6299,00:43:46,LN,40,7,0," 7           A      Roughly, yes.",,0
1024,2631.6699,00:43:51,LN,40,8,0, 8           Q      Okay.,,0
1025,2633.5601,00:43:53,LN,40,9,0, 9                  And does that require you to be at the,,0
1026,2635.8301,00:43:55,LN,40,10,0,10 hospital or do you do that at a separate location,,0
1027,2639.1001,00:43:59,LN,40,11,0,11 reviewing the radiology?,,0
1028,2642.1101,00:44:02,LN,40,12,0,12           A      Almost all of it's at the hospital.,,0
1029,2644.7,00:44:04,LN,40,13,0,13           Q      Do they have like a room that you go,,0
1030,2646.47,00:44:06,LN,40,14,0,14 through and you can -- and you just kind of look at,,0
1031,2649.3101,00:44:09,LN,40,15,0,15 whatever you need to do from an imaging standpoint?,,0
1032,2651.9099,00:44:11,LN,40,16,0,16           A      Not exactly.,,0
1033,2653.8899,00:44:13,LN,40,17,0,"17           Q      Well, tell me how it works.",,0
1034,2656.04,00:44:16,LN,40,18,0,"18           A      Well, there is -- I have an office at",,0
1035,2658.5,00:44:18,LN,40,19,0,19 the hospital where they have various computers for,,0
1036,2662.6101,00:44:22,LN,40,20,0,20 reviewing radiology studies.  I also have to go into,,0
1037,2666.1799,00:44:26,LN,40,21,0,21 the procedure rooms to do procedures.,,0
1038,2670.1631,00:44:30,LN,40,22,0,22           Q      Okay.,,0
1039,2670.6399,00:44:30,LN,40,23,0,23           A      Sometimes I go into the operating room,,0
1040,2674.1899,00:44:34,LN,40,24,0,24 to either do or assist in procedures.,,0
1041,2676.98,00:44:36,LN,40,25,0,25           Q      And that's part of kind of the,,0
1042,,,PG,41,0,0,Page 41,,0
1043,2678.1899,00:44:38,LN,41,1,0, 1 interventional radiology side of things?,,0
1044,2681.4399,00:44:41,LN,41,2,0," 2           A      Yes, yes, for the most part, yes.",,0
1045,2688.3601,00:44:48,LN,41,3,0, 3           Q      All right.,,0
1046,2688.76,00:44:48,LN,41,4,0, 4                  So we have got it down to this 100 to,,0
1047,2693.49,00:44:53,LN,41,5,0, 5 120 hours a month or so of the clinical practice.,,0
1048,2699.6499,00:44:59,LN,41,6,0, 6                  How much time -- how much hours are,,0
1049,2702.1001,00:45:02,LN,41,7,0, 7 you putting in a month for the expert work side of,,0
1050,2705.5439,00:45:05,LN,41,8,0, 8 things?,,0
1051,2710.3401,00:45:10,LN,41,9,0, 9           A      On a monthly basis I would have to get,,0
1052,2713.1799,00:45:13,LN,41,10,0,"10 a ballpark figure.  Probably 30 hours, something like",,0
1053,2726.478,00:45:26,LN,41,11,0,11 that.,,0
1054,2728.9099,00:45:28,LN,41,12,0,12           Q      30 hours a month?,,0
1055,2731.55,00:45:31,LN,41,13,0,"13           A      Yeah, I think so.  Maybe a little",,0
1056,2733.5701,00:45:33,LN,41,14,0,14 more.  I haven't sat down and calculated it.,,0
1057,2740.6499,00:45:40,LN,41,15,0,15           Q      All right.,,0
1058,2741.4099,00:45:41,LN,41,16,0,16                  Of the clinical practice what's the,,0
1059,2743.3501,00:45:43,LN,41,17,0,17 percentage of diagnostic versus interventional?,,0
1060,2748.99,00:45:48,LN,41,18,0,18           A      It's averaged over the last five years,,0
1061,2752.2319,00:45:52,LN,41,19,0,19 about 50/50.  Recently it's less.  Doing less of that,,0
1062,2755.96,00:45:55,LN,41,20,0,"20 now, so it's probably maybe 25 percent interventional",,0
1063,2762.76,00:46:02,LN,41,21,0,21 as of January.,,0
1064,2768.4961,00:46:08,LN,41,22,0,22           Q      Okay.,,0
1065,2769.9299,00:46:09,LN,41,23,0,"23                  THE COURT REPORTER:  Counsel, are we",,0
1066,2770.8501,00:46:10,LN,41,24,0,24             marking this as Exhibit 2?,,0
1067,2774.177,00:46:14,LN,41,25,0,25                  THE VIDEOGRAPHER:  The testimony list,,0
1068,,,PG,42,0,0,Page 42,,0
1069,2776.6699,00:46:16,LN,42,1,0, 1             is Exhibit 2.,,0
1070,2778.8401,00:46:18,LN,42,2,0, 2                  MR. WILMORE:  Let me mark the,,0
1071,2779.6699,00:46:19,LN,42,3,0, 3             testimony list as Exhibit 2.  And then I,,0
1072,2783.1799,00:46:23,LN,42,4,0, 4             will mark the CV as Exhibit 3.,,0
1073,2787.96,00:46:27,LN,42,5,0, 5                  THE COURT REPORTER:  Thank you.,,0
1074,,,LN,42,6,0, 6                  (Exhibit 3 marked.),,0
1075,,,LN,42,7,0, 7 BY MR. WILMORE:,,0
1076,2792.79,00:46:32,LN,42,8,0, 8           Q      Of the diagnostic work that you're,,0
1077,2794.5601,00:46:34,LN,42,9,0, 9 performing these days how much of that relates to the,,0
1078,2798.314,00:46:38,LN,42,10,0,10 chest?,,0
1079,2807.9561,00:46:47,LN,42,11,0,11           A      I don't know.  I don't know.  I really,,0
1080,2809.3501,00:46:49,LN,42,12,0,"12 haven't calculated it, but in terms of exams or time or",,0
1081,2825.259,00:47:05,LN,42,13,0,13 what?,,0
1082,2827.917,00:47:07,LN,42,14,0,"14           Q      Well, I mean, yeah, time.  I mean",,0
1083,2829.6699,00:47:09,LN,42,15,0,"15 we're just talking in time, hours, right now or you can",,0
1084,2832.9399,00:47:12,LN,42,16,0,16 just tell me of the work that you are doing this week,,0
1085,2836.1001,00:47:16,LN,42,17,0,17 -- or I mean the work that you are doing now from a,,0
1086,2838.1101,00:47:18,LN,42,18,0,18 diagnostic perspective what percentage of that work,,0
1087,2841.1799,00:47:21,LN,42,19,0,19 relates to the chest as opposed to any other body,,0
1088,2845.4971,00:47:25,LN,42,20,0,20 parts?,,0
1089,2846.1499,00:47:26,LN,42,21,0,21           A      I don't -- I don't know.  I could only,,0
1090,2847.97,00:47:27,LN,42,22,0,22 give you a ballpark estimate just as I sit here right,,0
1091,2850.9399,00:47:30,LN,42,23,0,23 now.  I've never calculated it.,,0
1092,2853.75,00:47:33,LN,42,24,0,"24           Q      Okay.  Well, give me the ballpark.",,0
1093,2858.97,00:47:38,LN,42,25,0,25           A      Maybe 15 percent.,,0
1094,,,PG,43,0,0,Page 43,,0
1095,2866.1299,00:47:46,LN,43,1,0, 1           Q      And of that 15 percent how much of,,0
1096,2869.5,00:47:49,LN,43,2,0, 2 that relates to interstitial lung disease?,,0
1097,2875.29,00:47:55,LN,43,3,0," 3           A      Well, what do you mean by that?",,0
1098,2877.4099,00:47:57,LN,43,4,0, 4                  I'm not sure I understand the,,0
1099,2878.917,00:47:58,LN,43,5,0, 5 question.,,0
1100,2879.3701,00:47:59,LN,43,6,0," 6           Q      Well, your diagnostic review of chest",,0
1101,2882.4399,00:48:02,LN,43,7,0," 7 imaging, how much of that relates to looking for",,0
1102,2886.51,00:48:06,LN,43,8,0, 8 interstitial lung disease?,,0
1103,2888.3201,00:48:08,LN,43,9,0," 9           A      Well, I look for interstitial lung",,0
1104,2889.79,00:48:09,LN,43,10,0,10 disease on every examination of the chest.,,0
1105,2892.8301,00:48:12,LN,43,11,0,11           Q      Okay.  What -- how often is it the,,0
1106,2895.1201,00:48:15,LN,43,12,0,12 purpose of the imaging to trigger your review for,,0
1107,2899.1069,00:48:19,LN,43,13,0,13 interstitial lung disease?,,0
1108,2906.2271,00:48:26,LN,43,14,0,"14           A      In other words, the exam is",,0
1109,2907.334,00:48:27,LN,43,15,0,15 specifically ordered for interstitial lung disease?,,0
1110,2911.02,00:48:31,LN,43,16,0,16           Q      Yes.,,0
1111,2918.1001,00:48:38,LN,43,17,0,"17           A      Again, this is a ballpark figure,",,0
1112,2939.03,00:48:59,LN,43,18,0,18 20 percent.,,0
1113,2945.8401,00:49:05,LN,43,19,0,19           Q      In reviewing imaging or studies in,,0
1114,2947.74,00:49:07,LN,43,20,0,"20 relation to your non-litigation work, your clinical",,0
1115,2950.24,00:49:10,LN,43,21,0,"21 practice, how often do you draft a report analyzing",,0
1116,2953.3301,00:49:13,LN,43,22,0,22 whether a patient's health condition was actually,,0
1117,2955.5649,00:49:15,LN,43,23,0,23 caused by something?,,0
1118,2958.0129,00:49:18,LN,43,24,0,24                  MR. LAREY:  Object to form.,,0
1119,2975.5801,00:49:35,LN,43,25,0,25           A      You mean draft a report that says this,,0
1120,,,PG,44,0,0,Page 44,,0
1121,2978.71,00:49:38,LN,44,1,0, 1 was caused -- this condition was caused by such and,,0
1122,2981.8091,00:49:41,LN,44,2,0, 2 such?,,0
1123,2982.6531,00:49:42,LN,44,3,0, 3           Q      Yes.,,0
1124,2985.97,00:49:45,LN,44,4,0, 4           A      That would be unusual to form that or,,0
1125,2990.0801,00:49:50,LN,44,5,0, 5 dictate a report like that.,,0
1126,3004.6799,00:50:04,LN,44,6,0, 6           Q      When was the last time that you,,0
1127,3006.1699,00:50:06,LN,44,7,0, 7 specifically recall having to deal with a person who,,0
1128,3009.5701,00:50:09,LN,44,8,0, 8 claimed occupational or environmental exposure caused,,0
1129,3013.7141,00:50:13,LN,44,9,0, 9 their underlying problems?,,0
1130,3025.1799,00:50:25,LN,44,10,0,10           A      Probably a few weeks ago.,,0
1131,3027.1299,00:50:27,LN,44,11,0,11           Q      Okay.  And what was the nature of,,0
1132,3033.885,00:50:33,LN,44,12,0,12 that?,,0
1133,3034.8501,00:50:34,LN,44,13,0,13           A      There was some individual who was --,,0
1134,3042.03,00:50:42,LN,44,14,0,14 according to the history was exposed to some type of,,0
1135,3048.96,00:50:48,LN,44,15,0,15 fumes in a closed environment is my recollection.,,0
1136,3059.21,00:50:59,LN,44,16,0,16           Q      And do you know what type of fumes,,0
1137,3062.0181,00:51:02,LN,44,17,0,17 those were?,,0
1138,3062.6299,00:51:02,LN,44,18,0,18           A      I don't recall as I sit here right,,0
1139,3068.9441,00:51:08,LN,44,19,0,19 now.,,0
1140,3069.52,00:51:09,LN,44,20,0,20           Q      Did you write some sort of report,,0
1141,3071.53,00:51:11,LN,44,21,0,21 attributing whatever findings that you found to fumes,,0
1142,3075.9299,00:51:15,LN,44,22,0,22 in that closed environment?,,0
1143,3077.79,00:51:17,LN,44,23,0,23           A      I don't recall what the findings were,,0
1144,3080.5,00:51:20,LN,44,24,0,24 on that particular examination.,,0
1145,3090.1399,00:51:30,LN,44,25,0,25           Q      It's not a scenario that you deal with,,0
1146,,,PG,45,0,0,Page 45,,0
1147,3092.2,00:51:32,LN,45,1,0," 1 on the regular, is it, doctor?",,0
1148,3094.6599,00:51:34,LN,45,2,0, 2           A      What scenario are you referring to?,,0
1149,3097.4399,00:51:37,LN,45,3,0, 3           Q      Someone being exposed to some sort of,,0
1150,3100.6101,00:51:40,LN,45,4,0, 4 fumes in the occupational or environmental setting.,,0
1151,3104.1699,00:51:44,LN,45,5,0," 5           A      Well, prior to January when I was",,0
1152,3107.8601,00:51:47,LN,45,6,0, 6 working in Florida the hospital system that I worked,,0
1153,3114.76,00:51:54,LN,45,7,0," 7 at, we did all the imaging studies for the Miami Dade",,0
1154,3121.1499,00:52:01,LN,45,8,0, 8 Fire Rescue Department.  So it was not uncommon to have,,0
1155,3130.52,00:52:10,LN,45,9,0, 9 patients who had what I consider occupational exposure.,,0
1156,3137.1001,00:52:17,LN,45,10,0,"10           Q      To what, Doctor?",,0
1157,3139.25,00:52:19,LN,45,11,0,"11           A      Well, it could be to fire or fumes",,0
1158,3143.6499,00:52:23,LN,45,12,0,12 from the fire or substances that were burning or within,,0
1159,3151.3401,00:52:31,LN,45,13,0,"13 that environment, within the environment, whatever type",,0
1160,3157.3799,00:52:37,LN,45,14,0,14 of materials that firefighters are exposed to which,,0
1161,3166.3501,00:52:46,LN,45,15,0,15 could be materials from the fire or materials that they,,0
1162,3172.8601,00:52:52,LN,45,16,0,16 use to fight fires with or prevent fires such as,,0
1163,3176.8701,00:52:56,LN,45,17,0,17 materials they may put on a runway if they are,,0
1164,3179.9099,00:52:59,LN,45,18,0,"18 concerned an aircraft may catch fire, that type of",,0
1165,3182.325,00:53:02,LN,45,19,0,19 thing.,,0
1166,3185.675,00:53:05,LN,45,20,0,20           Q      Okay.,,0
1167,3186.1201,00:53:06,LN,45,21,0,21                  And are you often -- in that work were,,0
1168,3188.6599,00:53:08,LN,45,22,0,22 you often provided the specific details of the,,0
1169,3191.22,00:53:11,LN,45,23,0,23 materials that these people were exposed to or did you,,0
1170,3193.5901,00:53:13,LN,45,24,0,24 have to make assumptions about what they were exposed,,0
1171,3196.6299,00:53:16,LN,45,25,0,25 to?,,0
1172,,,PG,46,0,0,Page 46,,0
1173,3196.8,00:53:16,LN,46,1,0, 1                  MR. LAREY:  Object to the form.,,0
1174,3199.02,00:53:19,LN,46,2,0," 2           A      Well, they may say, you know,",,0
1175,3200.6899,00:53:20,LN,46,3,0, 3 inhalation of smoke from a fire.  It could be toxic,,0
1176,3205.1001,00:53:25,LN,46,4,0, 4 substances.  I think it would be unusual for me to be,,0
1177,3209.3799,00:53:29,LN,46,5,0, 5 provided the exact material that they were exposed to.,,0
1178,3225.8,00:53:45,LN,46,6,0, 6           Q      Okay.  All right.,,0
1179,3226.9199,00:53:46,LN,46,7,0, 7                  You attended University of Florida for,,0
1180,3229.4971,00:53:49,LN,46,8,0, 8 three years.  Did you graduate from the University of,,0
1181,3231.5549,00:53:51,LN,46,9,0, 9 Florida?,,0
1182,3232.8411,00:53:52,LN,46,10,0,10           A      No.,,0
1183,3234.1089,00:53:54,LN,46,11,0,11           Q      Okay.,,0
1184,3234.6299,00:53:54,LN,46,12,0,12                  That was like a springboard that put,,0
1185,3237.4199,00:53:57,LN,46,13,0,13 you straight into medical school?,,0
1186,3242.98,00:54:02,LN,46,14,0,"14           A      Well, I achieved early acceptance to",,0
1187,3246.0779,00:54:06,LN,46,15,0,15 medical school.,,0
1188,3247.5601,00:54:07,LN,46,16,0,16           Q      And you just had enough credits or,,0
1189,3249.8401,00:54:09,LN,46,17,0,17 whatnot at the undergraduate level to allow you to go,,0
1190,3252.01,00:54:12,LN,46,18,0,18 straight to medical school?,,0
1191,3253.5901,00:54:13,LN,46,19,0,"19           A      I met the requirements, yes.",,0
1192,3258.043,00:54:18,LN,46,20,0,20           Q      Okay.,,0
1193,3258.71,00:54:18,LN,46,21,0,21                  And as I see your internship or,,0
1194,3260.6201,00:54:20,LN,46,22,0,"22 residency was at Stanford, and was your focus always in",,0
1195,3264.0801,00:54:24,LN,46,23,0,23 radiology or did that come later with like a,,0
1196,3269.5071,00:54:29,LN,46,24,0,24 fellowship?,,0
1197,3273.1299,00:54:33,LN,46,25,0,"25           A      No, it was in radiology.",,0
1198,,,PG,47,0,0,Page 47,,0
1199,3276.5759,00:54:36,LN,47,1,0, 1           Q      Okay.,,0
1200,3277.1499,00:54:37,LN,47,2,0," 2                  Your residency was in radiology,",,0
1201,3278.8931,00:54:38,LN,47,3,0, 3 right?,,0
1202,3279.6331,00:54:39,LN,47,4,0, 4           A      Yes.,,0
1203,3281.6899,00:54:41,LN,47,5,0, 5           Q      Did you do a fellowship?,,0
1204,3287.929,00:54:47,LN,47,6,0, 6           A      No.,,0
1205,3288.76,00:54:48,LN,47,7,0, 7           Q      Are there any particular medical,,0
1206,3291.563,00:54:51,LN,47,8,0, 8 certifications in radiology?,,0
1207,3294.25,00:54:54,LN,47,9,0, 9           A      What do you mean by certifications?,,0
1208,3297.47,00:54:57,LN,47,10,0,"10           Q      I know, for example, you have to be",,0
1209,3299.6899,00:54:59,LN,47,11,0,"11 board certified, right, as a radiologist to practice as",,0
1210,3302.73,00:55:02,LN,47,12,0,12 a radiologist I assume in most states.,,0
1211,3304.8899,00:55:04,LN,47,13,0,13                  Are there any other type of medical,,0
1212,3306.3301,00:55:06,LN,47,14,0,14 certifications that one might have as a radiologist?,,0
1213,3310.99,00:55:10,LN,47,15,0,"15           A      Well, first I think you're incorrect.",,0
1214,3313.29,00:55:13,LN,47,16,0,16                  You don't have to be board certified,,0
1215,3316.0901,00:55:16,LN,47,17,0,"17 in the states I'm familiar with to practice radiology,",,0
1216,3322.8799,00:55:22,LN,47,18,0,18 at least the states I am familiar with.,,0
1217,3326.3101,00:55:26,LN,47,19,0,19                  But there is board certifications in,,0
1218,3329.9199,00:55:29,LN,47,20,0,"20 radiology, diagnostic radiology, and then there is",,0
1219,3333.7,00:55:33,LN,47,21,0,21 subspecialty board certifications in radiology in,,0
1220,3339.6599,00:55:39,LN,47,22,0,"22 neuroradiology, vascular interventional radiology,",,0
1221,3344.3,00:55:44,LN,47,23,0,"23 pediatric radiology, and I think nuclear medicine.",,0
1222,3350.8101,00:55:50,LN,47,24,0,"24           Q      Are you board certified, Doctor?",,0
1223,3353.5371,00:55:53,LN,47,25,0,25           A      Yes.,,0
1224,,,PG,48,0,0,Page 48,,0
1225,3354.416,00:55:54,LN,48,1,0, 1           Q      Okay.,,0
1226,3357.0601,00:55:57,LN,48,2,0, 2                  And do you have any other particular,,0
1227,3359.05,00:55:59,LN,48,3,0," 3 sub-specialties, I guess, or certifications for those?",,0
1228,3362.5801,00:56:02,LN,48,4,0, 4           A      I am board certified in diagnostic,,0
1229,3364.1699,00:56:04,LN,48,5,0, 5 radiology and in vascular interventional radiology.,,0
1230,3371.6399,00:56:11,LN,48,6,0, 6           Q      Got it.,,0
1231,3373.97,00:56:13,LN,48,7,0, 7                  Do you have any specializations in,,0
1232,3376.27,00:56:16,LN,48,8,0, 8 pulmonary radiology?,,0
1233,3379.8799,00:56:19,LN,48,9,0, 9           A      There is no subspecialty board,,0
1234,3383.29,00:56:23,LN,48,10,0,10 certification in pulmonary radiology.,,0
1235,3386.54,00:56:26,LN,48,11,0,11           Q      Are there people who focus on or,,0
1236,3389.2,00:56:29,LN,48,12,0,12 develop an expertise in pulmonary radiology?,,0
1237,3393.0801,00:56:33,LN,48,13,0,13           A      There is people that focus on,,0
1238,3394.8501,00:56:34,LN,48,14,0,"14 pulmonary or chest radiology, yes.",,0
1239,3398.801,00:56:38,LN,48,15,0,15           Q      Okay.,,0
1240,3399.24,00:56:39,LN,48,16,0,16                  Do you consider yourself one of the,,0
1241,3403.78,00:56:43,LN,48,17,0,17 people who are focused on and have developed a,,0
1242,3406.314,00:56:46,LN,48,18,0,18 subspecialty in pulmonary radiology?,,0
1243,3407.98,00:56:47,LN,48,19,0,"19           A      Well, there is no subspecialty",,0
1244,3411.8799,00:56:51,LN,48,20,0,20 certification in pulmonary radiology.,,0
1245,3416.3501,00:56:56,LN,48,21,0,21                  There are people -- I am pretty,,0
1246,3419.03,00:56:59,LN,48,22,0,22 certain there is people who the vast majority of the,,0
1247,3421.9199,00:57:01,LN,48,23,0,23 time they focus on pulmonary radiology.,,0
1248,3426.21,00:57:06,LN,48,24,0,"24           Q      And that's not been a focus for you,",,0
1249,3428.52,00:57:08,LN,48,25,0,25 has it?,,0
1250,,,PG,49,0,0,Page 49,,0
1251,3429.0,00:57:09,LN,49,1,0, 1           A      I haven't devoted the majority of my,,0
1252,3432.96,00:57:12,LN,49,2,0," 2 career to pulmonary radiology, that is correct.",,0
1253,3437.23,00:57:17,LN,49,3,0," 3           Q      Right.  And you're not a B reader, are",,0
1254,3438.918,00:57:18,LN,49,4,0, 4 you?,,0
1255,3440.0769,00:57:20,LN,49,5,0, 5           A      No.,,0
1256,3443.3311,00:57:23,LN,49,6,0, 6           Q      Have you ever received any training in,,0
1257,3446.437,00:57:26,LN,49,7,0, 7 toxicology?,,0
1258,3447.99,00:57:27,LN,49,8,0, 8           A      During medical school and attended,,0
1259,3452.3101,00:57:32,LN,49,9,0," 9 courses where that's the subject, but no specific",,0
1260,3455.75,00:57:35,LN,49,10,0,10 training in toxicology.,,0
1261,3459.0,00:57:39,LN,49,11,0,11           Q      Any training or experience in exposure,,0
1262,3464.3401,00:57:44,LN,49,12,0,12 science?,,0
1263,3465.23,00:57:45,LN,49,13,0,"13           A      I have, well, again, in medical school",,0
1264,3470.9399,00:57:50,LN,49,14,0,"14 some medical education courses that discuss that, but",,0
1265,3474.3301,00:57:54,LN,49,15,0,15 not specific fellowships or research in that.,,0
1266,3481.1001,00:58:01,LN,49,16,0,16           Q      And you haven't focused on that type,,0
1267,3483.0901,00:58:03,LN,49,17,0,"17 of work in your career, have you?",,0
1268,3485.3899,00:58:05,LN,49,18,0,18           A      Which type of work are you,,0
1269,3486.658,00:58:06,LN,49,19,0,19 specifically referring to?,,0
1270,3488.177,00:58:08,LN,49,20,0,20           Q      Exposure science.,,0
1271,3489.687,00:58:09,LN,49,21,0,21           A      No.,,0
1272,3491.0801,00:58:11,LN,49,22,0,22           Q      Okay.  Any training or experience in,,0
1273,3493.5779,00:58:13,LN,49,23,0,23 epidemiology?,,0
1274,3495.02,00:58:15,LN,49,24,0,"24           A      Well, I have had training in",,0
1275,3495.8301,00:58:15,LN,49,25,0,"25 epidemiology.  I think all physicians have, but I",,0
1276,,,PG,50,0,0,Page 50,,0
1277,3499.7,00:58:19,LN,50,1,0, 1 haven't done a fellowship or specific research in,,0
1278,3504.157,00:58:24,LN,50,2,0, 2 epidemiology.,,0
1279,3505.73,00:58:25,LN,50,3,0, 3           Q      And you don't consider epidemiology to,,0
1280,3507.76,00:58:27,LN,50,4,0," 4 be a focus of your practice, do you?",,0
1281,3510.3301,00:58:30,LN,50,5,0, 5           A      That is correct.,,0
1282,3512.073,00:58:32,LN,50,6,0, 6           Q      Okay.,,0
1283,3513.7319,00:58:33,LN,50,7,0, 7                  The majority of the folks that you see,,0
1284,3522.46,00:58:42,LN,50,8,0," 8 these days at the Rockies Regional Medical Center, what",,0
1285,3527.6001,00:58:47,LN,50,9,0, 9 do they come in for?,,0
1286,3529.26,00:58:49,LN,50,10,0,10                  What are you reviewing their radiology,,0
1287,3531.9419,00:58:51,LN,50,11,0,11 for?,,0
1288,3532.24,00:58:52,LN,50,12,0,12           A      When you say folks?,,0
1289,3534.26,00:58:54,LN,50,13,0,13           Q      Patients.  Yeah.  I'm sorry.  That's a,,0
1290,3536.3101,00:58:56,LN,50,14,0,14 colloquial term from down in Louisiana.  I apologize.,,0
1291,3540.73,00:59:00,LN,50,15,0,15           A      No need to apologize.,,0
1292,3543.77,00:59:03,LN,50,16,0,16                  They come in with a full spectrum of,,0
1293,3546.5901,00:59:06,LN,50,17,0,17 diseases.  It's a trauma center.  We see a fair amount,,0
1294,3553.3101,00:59:13,LN,50,18,0,"18 of trauma, pulmonary diseases, cardiac diseases,",,0
1295,3557.3401,00:59:17,LN,50,19,0,"19 cancer, the full spectrum of medicine.",,0
1296,3565.1699,00:59:25,LN,50,20,0,20           Q      Is it basically anybody that a typical,,0
1297,3568.3701,00:59:28,LN,50,21,0,21 hospital might see?,,0
1298,3572.3,00:59:32,LN,50,22,0,22           A      I would say that it's not dissimilar,,0
